Element ID,Object ID,Object Metadata ID,Metadata Column,Metadata Value,Table Name,Field Name,Description,Enum Class,UOM,Question Order,SES Class,SES_Alt1,SES_Alt2,SES_Alt3
938,9,,,,GOVERN,VPOSUSER,Are the forest decision-making positions filled by users?,133,,B6,GS6,I3,,
939,,,938,Other (describe),GOVERN,VPOSOTH,Other ways,,,B6,,,,
940,9,,,,GOVERN,VREMOVEEXT,Can external or higher level authority remove the decision maker(s)?,134,,B7,GS3,,,
941,9,,,,GOVERN,VREMOVEUSE,Can users remove the decision-makers?,135,,B8,GS6,,,
942,9,,,,GOVERN,VSUPERVISE,Are the activities of this org supervised by higher authority?,136,,B9,GS3,,,
943,,,942,Yes- other (describe),GOVERN,VSUPEROTH,Other ways,,,B9,,,,
944,9,,,,GOVERN,VINFOPROV,Does the org provide information to forest users on a regular basis?,4,,B10,I2,,,
945,9,,,,GOVERN,VINFOTYPE,"If yes, what type of information?",,,B10a,I2,,,
946,9,,,,GOVERN,VFEMALE,Number of female leaders in the last five years,,,C1,U5,,,
947,9,,,,GOVERN,VMALE,Number of male leaders in the last five years,,,C1,U5,,,
948,9,,,,GOVERN,VFULL,Number of individuals who work full time,,,C2,U5,,,
949,9,,,,GOVERN,VPART,Number of individuals who work part time,,,C2,U5,,,
950,9,,,,GOVERN,VVOL,Number of volunteer workers,,,C2,I5,,,
951,9,,,,GOVERN,VEMPFULL,Describe the activities carried out by full-time employees,,,C3,GS1,GS2,,
952,9,,,,GOVERN,VEMPPART,Describe the activities carried out by part-time employees,,,C4,GS1,GS2,,
953,9,,,,GOVERN,VOWNCAP,Do the decision makers of this org own assets or capital?,137,,C5,GS3,S1,,
954,9,,,,GOVERN,VSOURCE_,What were the major financial sources during the most recent year?,138,,D1,I5,S1,S5,
955,,,954,Foreign government (which one?),GOVERN,VSOURCEGOV,Which foreign government?,,,D1,,,,
956,,,954,Other (describe),GOVERN,VSOURCEOTH,Other financial source,,,D1,,,,
957,,,954,,GOVERN,VSRCEMOST,Enter the number (1-13) from D1 of the single most important financial source,,,D1a,,,,
958,,,954,,GOVERN,VBUDGET,What is the total financial budget of this org for the most recent year?,,,D1b,,,,
959,,,954,,GOVERN,VSRCEPRCNT,What percentage of the total budget is the most important source?,,,D1c,,,,
960,,,954,,GOVERN,VSRCEYEAR,"What is the ""most recent year"" for which the data is available?",,,D1d,,,,
961,,,954,,GOVERN,VSUPPORT,"If org received no support from ext agencies, could it support expenditures?",139,,D1e,,,,
962,9,,,,GOVERN,VRECMAINT,Does the organization maintain records of its accounts?,4,,D2,I2,,,
963,,,962,Yes,GOVERN,VAUDIT,"If yes, are the accounts audited or supervised in any manner?",4,,D3,,,,
964,9,,,,GOVERN,VCHARTER,Does the organization have a charter of mission and objectives?,4,,E1,GS7,,,
965,9,,,,GOVERN,VCHARTDESC,"If yes, what was the process of formation of the statement of mission for org?",,,E2,GS7,,,
966,9,,,,GOVERN,VSUE,Is the org a corporate body in the sense of being able to sue or be sued?,4,,E3,GS2,,,
967,9,,,,GOVERN,VENFRULE,How are the rules that are created by the org enforced? Are they enforced by:,140,,E4,GS8,,,
968,,,967,Other ways? (describe),GOVERN,VENFOTH,Other ways,,,E4,,,,
892,,91,,,FOREST,FNAME,Name of the forest,,,SUB,,,,
893,91,,,,GOVTOFOR,TYEARS,How many years has this organization been involved in the governing of this forest,,years,SUB,S3,,,
894,91,,,,GOVTOFOR,TWHERE,Where is the organizational office located in relationship to the forest,130,kilometers,SUB,RS9,,,
895,91,,,,GOVTOFOR,TINTERACT,With which organization(s) does this organization perceive that it interacts with regard to this forest,,,SUB,GS3,,,
982,,10,,,FOREST,FNAME,Name of Forest,,,TOP,,,,
983,,10,,,ORGINVEN,INAME,Name of Organization,,,TOP,,,,
984,10,,,,ORGINVEN,IORGTYPE,Type of Organization?,141,,TOP,GS1,GS2,,
985,10,,,,ORGINVEN,IR1C1,Operational Activities: Planting/other maintenance,142,,A1,I5,,,
986,10,,,,ORGINVEN,IR1C2,Operational Activities: Protecting forest,142,,A1,GS8,,,
987,10,,,,ORGINVEN,IR1C3,Operational Activities: Enforcing rules,142,,A1,GS8,,,
988,10,,,,ORGINVEN,IR1C4,Operational Activities: Havesting/using,142,,A1,I1,,,
989,10,,,,ORGINVEN,IR1C5,Operational Activities: Processing/producing,142,,A1,I1,,,
990,10,,,,ORGINVEN,IR1C6,Operational Activities: Selling,142,,A1,S1,,,
991,10,,,,ORGINVEN,IR2C1,Collective-Choice: Planting/other maintenance,142,,A2,GS6,I5,,
992,10,,,,ORGINVEN,IR2C2,Collective-Choice: Protecting forest,142,,A2,GS6,GS8,,
993,10,,,,ORGINVEN,IR2C3,Collective-Choice: Enforcing rules,142,,A2,GS6,GS8,,
994,10,,,,ORGINVEN,IR2C4,Collective-Choice: Harvesting/using,142,,A2,GS6,,,
995,10,,,,ORGINVEN,IR2C5,Collective-Choice: Processing/producing,142,,A2,GS6,,,
996,10,,,,ORGINVEN,IR2C6,Collective-Choice: Selling,142,,A2,GS6,,,
997,10,,,,ORGINVEN,IR3C1,Constitutional Choice: Planting/other maintenance,142,,A3,GS7,,,
998,10,,,,ORGINVEN,IR3C2,Constitutional Choice: Protecting forest,142,,A3,GS7,,,
999,10,,,,ORGINVEN,IR3C3,Constitutional Choice: Enforcing rules,142,,A3,GS7,,,
1000,10,,,,ORGINVEN,IR3C4,Constitutional Choice: Harvesting/using,142,,A3,GS7,,,
1001,10,,,,ORGINVEN,IR3C5,Constitutional Choice: Processing/producing,142,,A3,GS7,,,
1002,10,,,,ORGINVEN,IR3C6,Constitutional Choice: Selling,142,,A3,GS7,,,
1016,,11,,,FOREST,FNAME,Name of Forest,,,Top,,,,
1017,,11,,,INTERORG,ICODED,Previously Coded?,3,,Top,,,,
1018,11,,,,INTERORG,IHISTCHNG,Any major changes in interrelationships of orgs since last visit?,,,B0,O1,GS3,,
1019,11,,,,INTERORG,ICOORDORG,Coordination among organizations that govern forest?,11,,B1,GS3,,,
1020,,,1019,Yes,INTERORG,ICOORDDESC,"If coordination exists, please describe",,,B1a,,,,
1021,11,,,,INTERORG,IRELATEORG,How do organizations relate to each other?,,,B2,GS3,I4,,
1022,11,,,,INTERORG,ICONFLICTS,Any conflicts between org policies and what users want for forest governance?,11,,B3,I4,,,
1023,,,1022,Yes,INTERORG,ICONFLDESC,Please explain conflicts:,,,B3a,,,,
1024,11,,,,INTERORG,IADVANUSER,Do any of the user groups have advantages over all other groups for harvesting or using forest products,11,,C1,O1,,,
1025,,,1024,Yes,INTERORG,IADVANDESC,Please describe advantages of user group over others:,,,C1a,,,,
1026,11,,,,INTERORG,ICOOPUSERS,Do harvesters/users from different groups cooperate?,11,,C2,I1,,,
1027,,,1026,Yes,INTERORG,ICOOPDESC,"Please describe cooperation w.r.t. using forest, sharing info, etc.:",,,C2a,,,,
1028,11,,,,INTERORG,ICONFLUSE,Do conflicts among user groups affect overall use of forest?,,,C3,I4,O2,O1,
